,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag,consolidated_status
9225,132.0,FHA,,,Port Coquitlam,2021-04-12,2021-04-25,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,8,,F22-1445 Records_Part1.pdf,,Closed
9226,133.0,FHA,,,Port Coquitlam,2021-04-12,2021-04-16,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9227,134.0,FHA,,,Port Coquitlam,2021-04-12,2021-05-14,,,Food Processing,6.0,6.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9228,135.0,FHA,,,Surrey,2021-04-12,2021-04-14,,,Other,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9229,136.0,FHA,,,Surrey,2021-04-12,2021-04-23,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,,No,,No,15-2021,9,15-2021,F22-1445 Records_Part1.pdf,,Closed
9230,137.0,FHA,,,Surrey,2021-04-12,2021-04-24,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,9,15-2021,F22-1445 Records_Part1.pdf,,Closed
9231,138.0,FHA,,,Surrey,2021-04-12,2021-04-24,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,9,15-2021,F22-1445 Records_Part1.pdf,,Closed
9232,139.0,FHA,,,Surrey,2021-04-12,2021-04-25,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,9,15-2021,F22-1445 Records_Part1.pdf,,Closed
9233,140.0,NHA,,,Unknown,2021-04-12,2021-04-29,,,Manufacturing/Industry,6.0,6.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,Not closed
9234,141.0,FHA,,,Abbotsford,2021-04-13,2021-04-28,,,Gym/Fitness,15.0,15.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,9,15-2021,F22-1445 Records_Part1.pdf,,Closed
9235,142.0,FHA,,,Burnaby,2021-04-13,2021-05-04,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,9,16-2021,F22-1445 Records_Part1.pdf,,Closed
9236,143.0,FHA,,,Delta,2021-04-13,2021-05-21,,,Other,17.0,17.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9237,144.0,FHA,,,Surrey,2021-04-13,2021-04-21,,,Gym/Fitness,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9238,145.0,FHA,,,Surrey,2021-04-13,2021-05-04,,,Transportation,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9239,146.0,VIHA,,,Victoria,2021-04-13,,2021-04-02,2021-04-17,Gym/Fitness,0.0,6.0,Closed,Yes,Unknown,No,,Unknown,,No,45.0,No,15-2021,9,,F22-1445 Records_Part1.pdf,,Closed
9240,147.0,VIHA,,,Victoria,2021-04-13,,2021-04-11,2021-04-23,Other,0.0,7.0,Closed,Yes,,No,,Unknown,,No,39.0,No,15-2021,9,,F22-1445 Records_Part1.pdf,,Closed
9241,148.0,NHA,,,Unknown,2021-04-13,2021-05-06,,,Manufacturing/Industry,5.0,7.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,Closed
9242,149.0,FHA,,,Surrey,2021-04-14,2021-04-25,,,Maintenance/Trades/Construction,5.0,5.0,,No,,Unknown,,No,,No,,No,15-2021,9,,F22-1445 Records_Part1.pdf,,
9243,150.0,FHA,,,Abbotsford,2021-04-14,2021-05-03,,,Farm/Agriculture,3.0,3.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9244,151.0,FHA,,,Burnaby,2021-04-14,2021-04-27,,,Transportation,7.0,7.0,,No,,Unknown,,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,
9245,152.0,FHA,,,Delta,2021-04-14,2021-05-19,,,Warehouse,6.0,6.0,,No,,Unknown,,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,
9246,153.0,FHA,,,Delta,2021-04-14,2021-05-09,,,Retail,11.0,11.0,,No,,Unknown,,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,
9247,154.0,FHA,,,Port Coquitlam,2021-04-14,2021-05-06,,,Maintenance/Trades/Construction,5.0,5.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9248,155.0,FHA,,,Port Coquitlam,2021-04-14,2021-04-27,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9249,156.0,FHA,,,Surrey,2021-04-14,2021-05-06,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,
9250,157.0,FHA,,,Surrey,2021-04-14,2021-04-27,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9251,158.0,FHA,,,Surrey,2021-04-14,2021-04-24,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9252,159.0,FHA,,,Surrey,2021-04-14,2021-04-24,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9253,160.0,NHA,,,Unknown,2021-04-14,2021-04-29,,,Maintenance/Trades/Construction,3.0,4.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9254,161.0,FHA,,,Burnaby,2021-04-15,2021-05-11,,,Manufacturing/Industry,25.0,25.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9255,162.0,FHA,,,Burnaby,2021-04-15,2021-05-08,,,Transportation,12.0,12.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9256,163.0,FHA,,,Langley,2021-04-15,2021-05-06,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9257,164.0,FHA,,,Langley,2021-04-15,2021-04-29,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-17,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9258,165.0,FHA,,,Surrey,2021-04-15,2021-04-30,,,Gym/Fitness,13.0,13.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,Closed
9259,166.0,FHA,,,Burnaby,2021-04-16,2021-05-06,,,Other,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,10,,F22-1445 Records_Part1.pdf,,
9260,167.0,FHA,,,Chilliwack,2021-04-16,2021-04-21,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,11,,F22-1445 Records_Part1.pdf,,
9261,168.0,FHA,,,Delta,2021-04-16,2021-04-26,,,Retail,7.0,7.0,,No,,Unknown,,No,,No,,No,15-2021,11,,F22-1445 Records_Part1.pdf,,
9262,169.0,FHA,,,Langley,2021-04-16,2021-05-08,,,Retail,11.0,11.0,,No,,Unknown,,No,,No,,No,15-2021,11,,F22-1445 Records_Part1.pdf,,
9263,170.0,FHA,,,Surrey,2021-04-16,2021-04-30,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,11,16-2021,F22-1445 Records_Part1.pdf,,Closed
9264,171.0,FHA,,,Burnaby,2021-04-17,2021-04-29,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,11,16-2021,F22-1445 Records_Part1.pdf,,Closed
9265,172.0,FHA,,,Port Coquitlam,2021-04-17,2021-04-26,,,Transportation,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,11,,F22-1445 Records_Part1.pdf,,
9266,173.0,NHA,,,Unknown,2021-04-17,2021-05-20,,,Health Care Facility (Acute/LTC),,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,15-2021,11,,F22-1445 Records_Part1.pdf,,Not closed
9267,174.0,FHA,,,Port Coquitlam,2021-04-18,2021-05-06,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-19,No,,No,,No,16-2021,11,16-2021,F22-1445 Records_Part1.pdf,,Closed
9268,175.0,FHA,,,Surrey,2021-04-18,2021-05-05,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,
9269,176.0,FHA,,,Surrey,2021-04-18,2021-05-05,,,Retail,14.0,14.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,11,16-2021,F22-1445 Records_Part1.pdf,,Closed
9270,177.0,NHA,,,Unknown,2021-04-18,2021-05-06,,,Maintenance/Trades/Construction,3.0,3.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,Closed
9271,178.0,FHA,,,Abbotsford,2021-04-19,2021-05-16,,,Retail,9.0,9.0,,No,,Unknown,,No,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,
9272,179.0,FHA,,,Burnaby,2021-04-19,2021-05-01,,,Office,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,
9273,180.0,FHA,,,Burnaby,2021-04-19,2021-05-07,,,Office,10.0,10.0,,No,,Unknown,,No,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,
9274,181.0,FHA,,,Coquitlam,2021-04-19,,,,Office,5.0,5.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,11,16-2021,F22-1445 Records_Part1.pdf,,Closed
9275,182.0,FHA,,,Delta,2021-04-19,2021-04-26,,,Farm/Agriculture,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,
9276,183.0,FHA,,,Delta,2021-04-19,2021-05-07,,,Transportation,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,11,,F22-1445 Records_Part1.pdf,,
9277,184.0,FHA,,,Delta,2021-04-19,2021-05-17,,,Retail,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9278,185.0,FHA,,,Delta,2021-04-19,2021-05-01,,,Food Processing,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9279,186.0,FHA,,,Langley,2021-04-19,2021-05-03,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9280,187.0,FHA,,,Langley,2021-04-19,2021-05-10,,,Food Processing,7.0,7.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9281,188.0,FHA,,,Langley,2021-04-19,2021-04-29,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9282,189.0,FHA,,,Maple Ridge,2021-04-19,2021-05-05,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9283,190.0,FHA,,,Port Coquitlam,2021-04-19,2021-04-30,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9284,191.0,FHA,,,Surrey,2021-04-19,2021-04-29,,,Office,6.0,6.0,Closed,Yes,,Unknown,2021-04-21,Yes,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9285,192.0,FHA,,,Surrey,2021-04-19,2021-05-03,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9286,193.0,FHA,,,Surrey,2021-04-19,2021-05-04,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9287,194.0,FHA,,,Surrey,2021-04-20,2021-04-29,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9288,195.0,FHA,,,Abbotsford,2021-04-20,2021-05-02,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,Yes,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9289,196.0,FHA,,,Abbotsford,2021-04-20,2021-04-29,,,Office,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9290,197.0,FHA,,,Abbotsford,2021-04-20,2021-05-05,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,Closed
9291,198.0,FHA,,,Burnaby,2021-04-20,2021-05-04,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9292,199.0,FHA,,,Burnaby,2021-04-20,2021-04-30,,,Maintenance/Trades/Construction,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9293,200.0,FHA,,,Burnaby,2021-04-20,2021-05-01,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,12,,F22-1445 Records_Part1.pdf,,
9294,201.0,FHA,,,Coquitlam,2021-04-20,2021-05-06,,,Manufacturing/Industry,7.0,7.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,13,16-2021,F22-1445 Records_Part1.pdf,,Closed
9295,202.0,FHA,,,Delta,2021-04-20,2021-04-30,,,Maintenance/Trades/Construction,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,Yes,,No,,No,16-2021,13,16-2021,F22-1445 Records_Part1.pdf,,Closed
9296,203.0,FHA,,,Delta,2021-04-20,2021-05-04,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,13,16-2021,F22-1445 Records_Part1.pdf,,Closed
9297,204.0,FHA,,,Langley,2021-04-20,2021-04-20,,,Personal Care,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9298,205.0,FHA,,,Langley,2021-04-20,2021-05-09,,,Maintenance/Trades/Construction,35.0,35.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9299,206.0,FHA,,,Port Coquitlam,2021-04-20,2021-04-20,,,Gym/Fitness,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9300,207.0,FHA,,,Surrey,2021-04-20,2021-05-03,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,13,16-2021,F22-1445 Records_Part1.pdf,,Closed
9301,208.0,FHA,,,Surrey,2021-04-20,2021-04-27,,,Gym/Fitness,11.0,11.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,13,16-2021,F22-1445 Records_Part1.pdf,,Closed
9302,209.0,FHA,,,Surrey,2021-04-20,2021-04-28,,,Warehouse,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9303,210.0,VIHA,,,Duncan,2021-04-20,,2021-04-15,2021-04-20,Office,0.0,3.0,Open,No,,No,,Unknown,,Yes,42.0,No,16-2021,13,,F22-1445 Records_Part1.pdf,,Not closed
9304,211.0,VIHA,,,Nanaimo,2021-04-20,,2021-04-09,2021-04-20,Food Processing,0.0,3.0,Open,No,,No,,Unknown,,Yes,42.0,No,16-2021,13,,F22-1445 Records_Part1.pdf,,Not closed
9305,212.0,NHA,,,Unknown,2021-04-20,2021-04-26,,,Restaurant/Bar/Lounge,4.0,4.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,Closed
9306,213.0,FHA,,,Abbotsford,2021-04-21,2021-05-01,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9307,214.0,FHA,,,Burnaby,2021-04-21,2021-05-01,,,Maintenance/Trades/Construction,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9308,215.0,FHA,,,Chilliwack,2021-04-21,2021-05-18,,,First Responder,6.0,6.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9309,216.0,FHA,,,Surrey,2021-04-21,2021-05-07,,,Transportation,6.0,6.0,,No,,Unknown,,No,,No,,No,16-2021,13,,F22-1445 Records_Part1.pdf,,
9310,217.0,FHA,,,Surrey,2021-04-21,2021-05-13,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,13,16-2021,F22-1445 Records_Part1.pdf,,Closed
9311,218.0,VIHA,,,Victoria,2021-04-21,,2021-04-20,2021-04-27,Office,0.0,10.0,Closed,Yes,,Yes,,Unknown,,No,35.0,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9312,219.0,VIHA,,,Victoria,2021-04-21,,2021-04-20,2021-04-21,Other,0.0,3.0,Open,No,,No,,Unknown,,Yes,41.0,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Not closed
9313,220.0,VIHA,,,Victoria,2021-04-21,,2021-04-17,2021-04-26,Hospitality/Services,0.0,4.0,Open,No,,No,,Unknown,,Yes,36.0,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Not closed
9314,221.0,FHA,,,Abbotsford,2021-04-22,2021-05-04,,,Retail,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,
9315,222.0,FHA,,,Abbotsford,2021-04-22,2021-05-12,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,
9316,223.0,FHA,,,Burnaby,2021-04-22,2021-05-11,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,
9317,224.0,FHA,,,Langley,2021-04-22,2021-04-29,,,Gym/Fitness,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,
9318,225.0,FHA,,,Langley,2021-04-22,2021-05-10,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9319,226.0,FHA,,,Langley,2021-04-22,2021-05-13,,,Manufacturing/Industry,19.0,19.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9320,227.0,FHA,,,Maple Ridge,2021-04-22,2021-05-14,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9321,228.0,FHA,,,Surrey,2021-04-22,2021-05-04,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9322,229.0,FHA,,,Surrey,2021-04-22,2021-04-29,,,Maintenance/Trades/Construction,4.0,4.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9323,230.0,FHA,,,Surrey,2021-04-22,2021-05-05,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9324,231.0,FHA,,,Abbotsford,2021-04-23,2021-05-11,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-25,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9325,232.0,FHA,,,Burnaby,2021-04-23,2021-05-06,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,Closed
9326,233.0,FHA,,,Langley,2021-04-23,2021-04-27,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,14,,F22-1445 Records_Part1.pdf,,
9327,234.0,FHA,,,Langley,2021-04-23,2021-05-08,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,15,16-2021,F22-1445 Records_Part1.pdf,,Closed
9328,235.0,FHA,,,Maple Ridge,2021-04-23,2021-05-01,,,Office,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,15,,F22-1445 Records_Part1.pdf,,
9329,236.0,FHA,,,Surrey,2021-04-23,2021-05-03,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,15,16-2021,F22-1445 Records_Part1.pdf,,Closed
9330,237.0,FHA,,,Surrey,2021-04-23,2021-05-11,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,15,16-2021,F22-1445 Records_Part1.pdf,,Closed
9331,238.0,FHA,,,Surrey,2021-04-23,,,,Retail,12.0,12.0,,No,,Unknown,,No,,No,,No,16-2021,15,,F22-1445 Records_Part1.pdf,,
9332,239.0,FHA,,,Surrey,2021-04-23,,,,Gym/Fitness,8.0,8.0,Closed,Yes,,Unknown,2021-05-05,No,,No,,No,16-2021,15,18-2021,F22-1445 Records_Part1.pdf,,Closed
9333,240.0,FHA,,,Burnaby,2021-04-24,2021-05-12,,,Transportation,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,15,,F22-1445 Records_Part1.pdf,,
9334,241.0,FHA,,,Chilliwack,2021-04-24,2021-05-14,,,Other,6.0,6.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,15,16-2021,F22-1445 Records_Part1.pdf,,Closed
9335,242.0,FHA,,,Langley,2021-04-24,2021-05-04,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-25,No,,No,,No,16-2021,15,17-2021,F22-1445 Records_Part1.pdf,,Closed
9336,243.0,FHA,,,Maple Ridge,2021-04-24,2021-05-06,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-24,Yes,,No,,No,16-2021,15,16-2021,F22-1445 Records_Part1.pdf,,Closed
9337,244.0,FHA,,,Surrey,2021-04-24,2021-05-04,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-25,No,,No,,No,16-2021,15,17-2021,F22-1445 Records_Part1.pdf,,Closed
9338,245.0,FHA,,,Surrey,2021-04-24,2021-05-19,,,Manufacturing/Industry,8.0,8.0,,No,,Unknown,,No,,No,,No,16-2021,15,,F22-1445 Records_Part1.pdf,,
9339,246.0,FHA,,,Abbotsford,2021-04-25,2021-05-12,,,Gym/Fitness,5.0,5.0,,No,,Unknown,,No,,No,,No,17-2021,15,,F22-1445 Records_Part1.pdf,,
9340,247.0,FHA,,,New Westminster,2021-04-25,2021-05-08,,,Warehouse,15.0,15.0,Closed,Yes,,Unknown,2021-04-26,No,,No,,No,17-2021,15,17-2021,F22-1445 Records_Part1.pdf,,Closed
9341,248.0,VIHA,,,Victoria,2021-04-25,,2021-04-21,2021-04-28,Restaurant/Bar/Lounge,0.0,7.0,Closed,Yes,,Yes,,Unknown,,No,34.0,No,17-2021,15,,F22-1445 Records_Part1.pdf,,Closed
9342,249.0,VIHA,,,Langford,2021-04-25,,2021-04-18,2021-04-25,Office,0.0,3.0,Closed,Yes,,Yes,,Unknown,,No,37.0,No,17-2021,15,,F22-1445 Records_Part1.pdf,,Closed
9343,250.0,NHA,,,Unknown,2021-04-25,2021-05-03,,,Restaurant/Bar/Lounge,2.0,6.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9344,251.0,FHA,,,Abbotsford,2021-04-26,2021-05-07,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9345,252.0,FHA,,,Burnaby,2021-04-26,2021-04-26,,,Manufacturing/Industry,4.0,4.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Not closed
9346,253.0,FHA,,,Chilliwack,2021-04-26,2021-05-05,,,Maintenance/Trades/Construction,3.0,3.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Not closed
9347,254.0,FHA,,,Delta,2021-04-26,2021-05-11,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-26,No,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9348,255.0,FHA,,,Langley,2021-04-26,2021-05-06,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9349,256.0,FHA,,,Langley,2021-04-26,2021-05-09,,,Farm/Agriculture,3.0,3.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Not closed
9350,257.0,FHA,,,Surrey,2021-04-26,2021-05-14,,,Retail,13.0,13.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9351,258.0,FHA,,,Surrey,2021-04-26,2021-05-05,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9352,259.0,VIHA,,,Victoria,2021-04-26,,2021-04-21,2021-04-26,Office,0.0,3.0,Closed,Yes,,Yes,,Unknown,,No,36.0,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9353,260.0,FHA,,,Abbotsford,2021-04-27,2021-05-08,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Closed
9354,261.0,FHA,,,Burnaby,2021-04-27,2021-05-04,,,Retail,4.0,4.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,17-2021,16,,F22-1445 Records_Part1.pdf,,Not closed
